timestamp,temperature,vibration,pressure,rpm,current,label
2026-02-01 00:00:00,71.47946845094486,1.936263006453931,5.087951604115933,1497.950167184449,11.126570027012816,0
2026-02-01 00:01:00,77.64948125234979,2.322317128221719,5.484871765513192,1533.3052166961577,12.199859941199463,0
2026-02-01 00:02:00,76.9272672522133,2.2449768083286097,1.7989248833850073,1507.1196712679555,11.917721735318851,1
2026-02-01 00:03:00,72.14658865707558,1.619637016374852,4.873984546632171,1465.2976023159529,11.882321311736339,0
2026-02-01 00:04:00,76.00669648962642,2.025943019945682,4.9510199734736124,1465.8778398979732,12.060549214704205,0
2026-02-01 00:05:00,74.39336055229445,1.5932460722713755,5.250365775582682,1489.0638846748843,11.571509165956238,0
2026-02-01 00:06:00,74.61647231396395,1.9622807816177585,5.418781695073859,1538.1241917477935,12.79915865975314,0
2026-02-01 00:07:00,74.71101649590702,1.997259722582521,5.109982691001717,1520.5510620684372,12.182076051779351,0
2026-02-01 00:08:00,71.36129058968041,4.550893423270387,4.610688928574112,1489.795474817282,12.03631748557933,1
2026-02-01 00:09:00,97.68773835756066,4.07917988422161,5.51848521816176,1508.9834420911668,12.637964284736361,1
2026-02-01 00:10:00,72.81594191185673,1.7906166162853705,5.098221818956873,1466.5722516660524,11.270535332521312,0
2026-02-01 00:11:00,75.53105744730517,1.9236725635191372,4.908181295703085,1488.7065528110486,11.94244996207892,0
2026-02-01 00:12:00,75.89142162894555,1.8619977080434114,5.322732696115491,1509.7871826474961,11.136429982151721,0
2026-02-01 00:13:00,73.1687022040663,1.928627170591023,4.821393131730072,1474.3860537753342,11.436294476915666,0
2026-02-01 00:14:00,71.77293655627766,1.945931015319386,4.616555931688598,1441.0012876968128,11.208946059902296,0
2026-02-01 00:15:00,74.55034163159985,2.1142373525952616,5.129013774860492,1468.8506057253467,12.293109122429637,0
2026-02-01 00:16:00,76.68058954870342,2.0358152387033632,5.090613631252208,1530.9000594481322,12.15297954416618,0
2026-02-01 00:17:00,73.72079865988132,2.200406821659484,5.085717763391156,1517.1604121384314,11.713297459288276,0
2026-02-01 00:18:00,71.90282428796765,1.915027615063061,4.86734499462137,1492.3175258993367,11.664146870438321,0
2026-02-01 00:19:00,76.134420917129,1.7574202198060354,5.084691096470709,1476.5421903647004,11.501591909757288,0
2026-02-01 00:20:00,73.3853095838148,2.0631208172225732,5.088197554015827,1469.1241520478047,11.39827088413012,0
2026-02-01 00:21:00,79.39405627033366,2.1954924509128944,5.2701883942659205,1499.0972997225813,12.368527331767206,0
2026-02-01 00:22:00,78.51516156876471,2.039009659989631,5.48395839475812,1533.501470376522,11.882401753076014,0
2026-02-01 00:23:00,76.79171763170663,2.212457123881266,4.710993597621108,1469.1687810806043,12.088019216762708,0
2026-02-01 00:24:00,76.37053988493454,1.8899551115223185,5.057246179381331,1491.5794213489864,12.169329494402183,0
2026-02-01 00:25:00,73.78254716295075,2.0296656718093735,4.379670754380776,1476.9270723748991,12.233282977207425,0
